Ensembl Gene ID	Ensembl Transcript ID	Ensembl Protein ID	FlyBase cgid gene	FlyBase cgid transcript	FlyBase cgid protein
FBgn0051663	FBtr0077893	FBpp0077561	CG31663	CG31663-RA	CG31663-PA
FBgn0031372	FBtr0077891	FBpp0077559	CG7295	CG7295-RA	CG7295-PA
FBgn0031373	FBtr0077892	FBpp0077560	CG15358	CG15358-RA	CG15358-PA
FBgn0031374	FBtr0113011	FBpp0111924	CG7337	CG7337-RD	CG7337-PD
FBgn0031374	FBtr0110882	FBpp0110182	CG7337	CG7337-RB	CG7337-PB
FBgn0031374	FBtr0077811	FBpp0077488	CG7337	CG7337-RA	CG7337-PA
FBgn0031374	FBtr0110883	FBpp0110183	CG7337	CG7337-RC	CG7337-PC
FBgn0031374	FBtr0113012	FBpp0111925	CG7337	CG7337-RE	CG7337-PE
FBgn0040719	FBtr0077871	FBpp0077540	CG15357	CG15357-RA	CG15357-PA
FBgn0053673	FBtr0091652	FBpp0090999	CG33673	CG33673-RA	CG33673-PA
FBgn0031375	FBtr0077870	FBpp0077539	CG31670	CG31670-RA	CG31670-PA
FBgn0031376	FBtr0077813	FBpp0077489	CG10908	CG10908-RA	CG10908-PA
FBgn0031377	FBtr0077869	FBpp0077538	CG15356	CG15356-RA	CG15356-PA
FBgn0031378	FBtr0077814	FBpp0077490	CG15362	CG15362-RA	CG15362-PA
FBgn0031379	FBtr0077815	FBpp0077491	CG7289	CG7289-RA	CG7289-PA
FBgn0001125	FBtr0077868	FBpp0077537	CG4233	CG4233-RB	CG4233-PB
FBgn0001125	FBtr0100359	FBpp0099765	CG4233	CG4233-RC	CG4233-PC
FBgn0001125	FBtr0077867	FBpp0077536	CG4233	CG4233-RA	CG4233-PA
FBgn0031381	FBtr0077816	FBpp0077492	CG7291	CG7291-RA	CG7291-PA
FBgn0043539	FBtr0100503	FBpp0099943	CG31941	CG31941-RB	CG31941-PB
FBgn0043539	FBtr0077866	FBpp0077535	CG31941	CG31941-RA	CG31941-PA
FBgn0053543	FBtr0091509	FBpp0090964	CG33543	CG33543-RC	CG33543-PC
FBgn0040718	FBtr0077863	FBpp0077532	CG15353	CG15353-RA	CG15353-PA
FBgn0040717	FBtr0077817	FBpp0077493	CG15361	CG15361-RA	CG15361-PA
FBgn0031384	FBtr0113013	FBpp0111926	CG4238	CG4238-RB	CG4238-PB
FBgn0031384	FBtr0077820	FBpp0077494	CG4238	CG4238-RA	CG4238-PA
FBgn0031384	FBtr0113014	FBpp0111927	CG4238	CG4238-RC	CG4238-PC
FBgn0040105	FBtr0077859	FBpp0077531	CG15378	CG15378-RA	CG15378-PA
FBgn0003557	FBtr0077824	FBpp0077497	CG4244	CG4244-RC	CG4244-PC
FBgn0003557	FBtr0077823	FBpp0077496	CG4244	CG4244-RA	CG4244-PA
FBgn0003557	FBtr0077822	FBpp0077495	CG4244	CG4244-RB	CG4244-PB
FBgn0028952	FBtr0077825	FBpp0077498	CG31672	CG31672-RA	CG31672-PA
FBgn0026396	FBtr0077826	FBpp0077499	CG15377	CG15377-RA	CG15377-PA
FBgn0053516	FBtr0091458	FBpp0099730	CG33516	CG33516-RA	CG33516-PA
FBgn0031388	FBtr0077827	FBpp0077500	CG12674	CG12674-RA	CG12674-PA
FBgn0031389	FBtr0077854	FBpp0077526	CG4259	CG4259-RA	CG4259-PA
FBgn0004507	FBtr0100485	FBpp0099923	CG7254	CG7254-RB	CG7254-PB
FBgn0004507	FBtr0077828	FBpp0077501	CG7254	CG7254-RA	CG7254-PA
FBgn0031390	FBtr0077853	FBpp0077525	CG31671	CG31671-RA	CG31671-PA
FBgn0031391	FBtr0077852	FBpp0077524	CG11723	CG11723-RA	CG11723-PA
FBgn0027509	FBtr0077829	FBpp0077502	CG7261	CG7261-RA	CG7261-PA
FBgn0031392	FBtr0077830	FBpp0077503	CG7263	CG7263-RA	CG7263-PA
FBgn0031392	FBtr0077831	FBpp0077504	CG7263	CG7263-RB	CG7263-PB
FBgn0031393	FBtr0077832	FBpp0077505	CG15382	CG15382-RA	CG15382-PA
FBgn0000097	FBtr0077851	FBpp0077523	CG3166	CG3166-RA	CG3166-PA
FBgn0000097	FBtr0077850	FBpp0077522	CG3166	CG3166-RB	CG3166-PB
FBgn0031395	FBtr0077848	FBpp0077520	CG10874	CG10874-RA	CG10874-PA
FBgn0031395	FBtr0077849	FBpp0077521	CG10874	CG10874-RB	CG10874-PB
FBgn0085201	FBtr0112363	FBpp0111278	CG34172	CG34172-RA	CG34172-PA
FBgn0051668	FBtr0113412	FBpp0112324	CG31668	CG31668-RB	CG31668-PB
FBgn0053124	FBtr0113449	FBpp0112361	CG33124	CG33124-RB	CG33124-PB
FBgn0031397	FBtr0077845	FBpp0077517	CG15385	CG15385-RA	CG15385-PA
FBgn0010288	FBtr0077844	FBpp0077516	CG4265	CG4265-RA	CG4265-PA
FBgn0085203	FBtr0112365	FBpp0111280	CG34174	CG34174-RA	CG34174-PA
FBgn0031398	FBtr0077843	FBpp0077515	CG10880	CG10880-RA	CG10880-PA
FBgn0040715	FBtr0077842	FBpp0077514	CG15386	CG15386-RA	CG15386-PA
FBgn0031399	FBtr0077835	FBpp0077507	CG7074	CG7074-RA	CG7074-PA
FBgn0031401	FBtr0077839	FBpp0077511	CG7082	CG7082-RD	CG7082-PD
FBgn0031401	FBtr0077836	FBpp0077508	CG7082	CG7082-RA	CG7082-PA
FBgn0031401	FBtr0077838	FBpp0077510	CG7082	CG7082-RB	CG7082-PB
FBgn0031401	FBtr0077837	FBpp0077509	CG7082	CG7082-RC	CG7082-PC
FBgn0031403	FBtr0113015	FBpp0111928	CG15387	CG15387-RB	CG15387-PB
FBgn0031403	FBtr0077841	FBpp0077513	CG15387	CG15387-RA	CG15387-PA
FBgn0010704	FBtr0100674	FBpp0100141	CG7085	CG7085-RE	CG7085-PE
FBgn0010704	FBtr0077840	FBpp0100138	CG7085	CG7085-RA	CG7085-PA
FBgn0010704	FBtr0100673	FBpp0100140	CG7085	CG7085-RD	CG7085-PD
FBgn0031408	FBtr0077810	FBpp0077487	CG10882	CG10882-RA	CG10882-PA
FBgn0051679	FBtr0077809	FBpp0077486	CG31679	CG31679-RA	CG31679-PA
FBgn0052463	FBtr0077808	FBpp0077485	CG32463	CG32463-RA	CG32463-PA
FBgn0051682	FBtr0077807	FBpp0077484	CG31682	CG31682-RA	CG31682-PA
FBgn0031405	FBtr0077751	FBpp0077431	CG4267	CG4267-RA	CG4267-PA
FBgn0051686	FBtr0077752	FBpp0077432	CG31686	CG31686-RA	CG31686-PA
FBgn0011832	FBtr0077806	FBpp0077483	CG17240	CG17240-RA	CG17240-PA
FBgn0042186	FBtr0077805	FBpp0077482	CG17239	CG17239-RA	CG17239-PA
FBgn0042187	FBtr0077753	FBpp0077433	CG17234	CG17234-RA	CG17234-PA
FBgn0031406	FBtr0077804	FBpp0077481	CG17012	CG17012-RA	CG17012-PA
FBgn0031407	FBtr0077755	FBpp0077435	CG4270	CG4270-RB	CG4270-PB
FBgn0031407	FBtr0077754	FBpp0077434	CG4270	CG4270-RA	CG4270-PA
FBgn0054049	FBtr0100104	FBpp0099460	CG34049	CG34049-RA	CG34049-PA
FBgn0042188	FBtr0077803	FBpp0077480	CG17242	CG17242-RA	CG17242-PA
FBgn0031409	FBtr0077756	FBpp0077436	CG4271	CG4271-RA	CG4271-PA
FBgn0051681	FBtr0077802	FBpp0077479	CG31681	CG31681-RA	CG31681-PA
FBgn0031410	FBtr0077801	FBpp0077478	CG17237	CG17237-RA	CG17237-PA
FBgn0028570	FBtr0077800	FBpp0077477	CG10838	CG10838-RA	CG10838-PA
FBgn0051949	FBtr0077757	FBpp0077437	CG31949	CG31949-RA	CG31949-PA
FBgn0031412	FBtr0077758	FBpp0077438	CG16995	CG16995-RA	CG16995-PA
FBgn0031413	FBtr0077799	FBpp0077476	CG9967	CG9967-RA	CG9967-PA
FBgn0031413	FBtr0100648	FBpp0100109	CG9967	CG9967-RB	CG9967-PB
FBgn0031414	FBtr0114370	FBpp0112919	CG33955	CG33955-RC	CG33955-PC
FBgn0014010	FBtr0077793	FBpp0077470	CG3664	CG3664-RB	CG3664-PB
FBgn0014010	FBtr0077798	FBpp0077475	CG3664	CG3664-RA	CG3664-PA
FBgn0014010	FBtr0077796	FBpp0077473	CG3664	CG3664-RC	CG3664-PC
FBgn0014010	FBtr0077794	FBpp0077471	CG3664	CG3664-RF	CG3664-PF
FBgn0014010	FBtr0077797	FBpp0077474	CG3664	CG3664-RE	CG3664-PE
FBgn0014010	FBtr0077795	FBpp0077472	CG3664	CG3664-RD	CG3664-PD
FBgn0028485	FBtr0077763	FBpp0077443	CG4272	CG4272-RB	CG4272-PB
FBgn0028485	FBtr0077762	FBpp0077442	CG4272	CG4272-RA	CG4272-PA
FBgn0031417	FBtr0077792	FBpp0077469	CG3597	CG3597-RA	CG3597-PA
FBgn0031418	FBtr0077791	FBpp0077468	CG3609	CG3609-RA	CG3609-PA
FBgn0031419	FBtr0077764	FBpp0077444	CG15390	CG15390-RA	CG15390-PA
FBgn0031420	FBtr0077766	FBpp0077446	CG9866	CG9866-RB	CG9866-PB
FBgn0031420	FBtr0077765	FBpp0077445	CG9866	CG9866-RA	CG9866-PA
FBgn0031421	FBtr0077767	FBpp0077447	CG9867	CG9867-RA	CG9867-PA
FBgn0031422	FBtr0077768	FBpp0077448	CG9870	CG9870-RA	CG9870-PA
FBgn0031423	FBtr0077790	FBpp0077467	CG3557	CG3557-RA	CG3557-PA
FBgn0031424	FBtr0077769	FBpp0077449	CG9887	CG9887-RA	CG9887-PA
FBgn0031426	FBtr0077789	FBpp0077466	CG18641	CG18641-RA	CG18641-PA
FBgn0051948	FBtr0077788	FBpp0077465	CG31948	CG31948-RA	CG31948-PA
FBgn0051948	FBtr0077787	FBpp0077464	CG31948	CG31948-RB	CG31948-PB
FBgn0085477	FBtr0112752	FBpp0111664	CG34448	CG34448-RA	CG34448-PA
FBgn0085476	FBtr0112751	FBpp0111663	CG34447	CG34447-RA	CG34447-PA
FBgn0031428	FBtr0077770	FBpp0077450	CG9886	CG9886-RA	CG9886-PA
FBgn0000490	FBtr0077774	FBpp0077454	CG9885	CG9885-RD	CG9885-PD
FBgn0000490	FBtr0077772	FBpp0077452	CG9885	CG9885-RB	CG9885-PB
FBgn0000490	FBtr0077775	FBpp0077455	CG9885	CG9885-RE	CG9885-PE
FBgn0000490	FBtr0077771	FBpp0077451	CG9885	CG9885-RA	CG9885-PA
FBgn0000490	FBtr0077773	FBpp0077453	CG9885	CG9885-RC	CG9885-PC
FBgn0031429	FBtr0077784	FBpp0077462	CG15393	CG15393-RA	CG15393-PA
FBgn0015816	FBtr0077783	FBpp0089084	CG3539	CG3539-RD	CG3539-PD
FBgn0015816	FBtr0077782	FBpp0077461	CG3539	CG3539-RC	CG3539-PC
FBgn0011818	FBtr0077777	FBpp0077456	CG9884	CG9884-RA	CG9884-PA
FBgn0011818	FBtr0077779	FBpp0077458	CG9884	CG9884-RC	CG9884-PC
FBgn0011818	FBtr0077778	FBpp0077457	CG9884	CG9884-RB	CG9884-PB
FBgn0011818	FBtr0077780	FBpp0077459	CG9884	CG9884-RD	CG9884-PD
FBgn0031430	FBtr0077781	FBpp0077460	CG3528	CG3528-RA	CG3528-PA
FBgn0031431	FBtr0077750	FBpp0077430	CG3515	CG3515-RA	CG3515-PA
FBgn0031432	FBtr0077749	FBpp0077429	CG9964	CG9964-RA	CG9964-PA
FBgn0041337	FBtr0077748	FBpp0077428	CG18559	CG18559-RA	CG18559-PA
FBgn0026778	FBtr0077747	FBpp0077427	CG3240	CG3240-RA	CG3240-PA
FBgn0085343	FBtr0112512	FBpp0111424	CG34314	CG34314-RA	CG34314-PA
FBgn0031434	FBtr0077746	FBpp0077426	CG3227	CG3227-RA	CG3227-PA
FBgn0031435	FBtr0077693	FBpp0077377	CG9883	CG9883-RA	CG9883-PA
FBgn0031436	FBtr0077745	FBpp0077425	CG3214	CG3214-RA	CG3214-PA
FBgn0031437	FBtr0077694	FBpp0077378	CG9881	CG9881-RA	CG9881-PA
FBgn0026479	FBtr0077744	FBpp0077424	CG3210	CG3210-RA	CG3210-PA
FBgn0031439	FBtr0113016	FBpp0111929	CG15394	CG15394-RB	CG15394-PB
FBgn0031440	FBtr0114513	FBpp0113005	CG15395	CG15395-RB	CG15395-PB
FBgn0031441	FBtr0077743	FBpp0077423	CG9962	CG9962-RA	CG9962-PA
FBgn0053125	FBtr0077742	FBpp0077422	CG33125	CG33125-RA	CG33125-PA
FBgn0031442	FBtr0077697	FBpp0077381	CG17301	CG17301-RA	CG17301-PA
FBgn0026395	FBtr0077698	FBpp0077382	CG9880	CG9880-RA	CG9880-PA
FBgn0031443	FBtr0077699	FBpp0077383	CG17302	CG17302-RA	CG17302-PA
FBgn0031444	FBtr0077700	FBpp0077384	CG9879	CG9879-RA	CG9879-PA
FBgn0041248	FBtr0077701	FBpp0077385	CG15396	CG15396-RA	CG15396-PA
FBgn0041248	FBtr0077702	FBpp0077386	CG15396	CG15396-RB	CG15396-PB
FBgn0051690	FBtr0077704	FBpp0077388	CG31690	CG31690-RA	CG31690-PA
FBgn0051690	FBtr0077703	FBpp0077387	CG31690	CG31690-RB	CG31690-PB
FBgn0031446	FBtr0077741	FBpp0077421	CG15398	CG15398-RA	CG15398-PA
FBgn0031449	FBtr0077707	FBpp0077391	CG31689	CG31689-RA	CG31689-PA
FBgn0031449	FBtr0077705	FBpp0077389	CG31689	CG31689-RC	CG31689-PC
FBgn0031449	FBtr0077708	FBpp0077392	CG31689	CG31689-RB	CG31689-PB
FBgn0031449	FBtr0077706	FBpp0077390	CG31689	CG31689-RD	CG31689-PD
FBgn0031450	FBtr0089751	FBpp0088692	CG2903	CG2903-RC	CG2903-PC
FBgn0031450	FBtr0089749	FBpp0088690	CG2903	CG2903-RA	CG2903-PA
FBgn0031450	FBtr0089750	FBpp0088691	CG2903	CG2903-RB	CG2903-PB
FBgn0031451	FBtr0077740	FBpp0077420	CG9961	CG9961-RA	CG9961-PA
FBgn0031452	FBtr0077712	FBpp0077396	CG2843	CG2843-RA	CG2843-PA
FBgn0003075	FBtr0077739	FBpp0077419	CG3127	CG3127-RA	CG3127-PA
FBgn0031453	FBtr0077714	FBpp0077398	CG9894	CG9894-RA	CG9894-PA
FBgn0031453	FBtr0077713	FBpp0077397	CG9894	CG9894-RB	CG9894-PB
FBgn0031454	FBtr0100383	FBpp0099795	CG9960	CG9960-RA	CG9960-PA
FBgn0031455	FBtr0077737	FBpp0077417	CG9958	CG9958-RA	CG9958-PA
FBgn0031456	FBtr0077715	FBpp0077399	CG2848	CG2848-RA	CG2848-PA
FBgn0031457	FBtr0077736	FBpp0077416	CG3077	CG3077-RA	CG3077-PA
FBgn0031458	FBtr0077716	FBpp0077400	CG2855	CG2855-RA	CG2855-PA
FBgn0026324	FBtr0077735	FBpp0077415	CG3069	CG3069-RA	CG3069-PA
FBgn0028398	FBtr0077717	FBpp0077401	CG2859	CG2859-RA	CG2859-PA
FBgn0019830	FBtr0077734	FBpp0089377	CG3057	CG3057-RD	CG3057-PD
FBgn0019830	FBtr0077732	FBpp0089375	CG3057	CG3057-RB	CG3057-PB
FBgn0019830	FBtr0077733	FBpp0089376	CG3057	CG3057-RC	CG3057-PC
FBgn0019830	FBtr0077731	FBpp0077414	CG3057	CG3057-RA	CG3057-PA
FBgn0031459	FBtr0077718	FBpp0077402	CG2862	CG2862-RA	CG2862-PA
FBgn0031459	FBtr0077719	FBpp0077403	CG2862	CG2862-RB	CG2862-PB
FBgn0031460	FBtr0077730	FBpp0077413	CG15399	CG15399-RA	CG15399-PA
FBgn0004242	FBtr0077729	FBpp0089345	CG3139	CG3139-RD	CG3139-PD
FBgn0004242	FBtr0077727	FBpp0077411	CG3139	CG3139-RB	CG3139-PB
FBgn0004242	FBtr0077726	FBpp0077410	CG3139	CG3139-RA	CG3139-PA
FBgn0004242	FBtr0077728	FBpp0077412	CG3139	CG3139-RC	CG3139-PC
FBgn0031461	FBtr0077720	FBpp0077404	CG16987	CG16987-RB	CG16987-PB
FBgn0031461	FBtr0077721	FBpp0077405	CG16987	CG16987-RA	CG16987-PA
FBgn0031462	FBtr0077722	FBpp0077406	CG2964	CG2964-RA	CG2964-PA
FBgn0031463	FBtr0113017	FBpp0111930	CG15400	CG15400-RB	CG15400-PB
FBgn0031464	FBtr0077724	FBpp0077408	CG3131	CG3131-RA	CG3131-PA
FBgn0031465	FBtr0077723	FBpp0077407	CG3123	CG3123-RA	CG3123-PA
FBgn0031466	FBtr0077692	FBpp0077376	CG3119	CG3119-RB	CG3119-PB
FBgn0031466	FBtr0077691	FBpp0077375	CG3119	CG3119-RA	CG3119-PA
FBgn0031467	FBtr0077618	FBpp0077304	CG2973	CG2973-RA	CG2973-PA
FBgn0031468	FBtr0077619	FBpp0077305	CG2975	CG2975-RA	CG2975-PA
FBgn0031469	FBtr0077690	FBpp0077374	CG18558	CG18558-RA	CG18558-PA
FBgn0031470	FBtr0077689	FBpp0077373	CG18557	CG18557-RA	CG18557-PA
FBgn0031471	FBtr0077688	FBpp0077372	CG3117	CG3117-RA	CG3117-PA
FBgn0031472	FBtr0077620	FBpp0077306	CG2983	CG2983-RA	CG2983-PA
FBgn0031473	FBtr0077687	FBpp0077371	CG3104	CG3104-RB	CG3104-PB
FBgn0031473	FBtr0077686	FBpp0077370	CG3104	CG3104-RA	CG3104-PA
FBgn0015521	FBtr0077621	FBpp0077307	CG2986	CG2986-RA	CG2986-PA
FBgn0015521	FBtr0077624	FBpp0089181	CG2986	CG2986-RC	CG2986-PC
FBgn0015521	FBtr0077622	FBpp0077308	CG2986	CG2986-RD	CG2986-PD
FBgn0015521	FBtr0077623	FBpp0077309	CG2986	CG2986-RB	CG2986-PB
FBgn0031474	FBtr0077627	FBpp0077312	CG2991	CG2991-RC	CG2991-PC
FBgn0031474	FBtr0077625	FBpp0077310	CG2991	CG2991-RA	CG2991-PA
FBgn0031474	FBtr0077626	FBpp0077311	CG2991	CG2991-RB	CG2991-PB
FBgn0051694	FBtr0077685	FBpp0077369	CG31694	CG31694-RA	CG31694-PA
FBgn0031476	FBtr0077628	FBpp0077313	CG8813	CG8813-RA	CG8813-PA
FBgn0031478	FBtr0077629	FBpp0077314	CG8814	CG8814-RA	CG8814-PA
FBgn0031479	FBtr0077684	FBpp0077368	CG3083	CG3083-RA	CG3083-PA
FBgn0051950	FBtr0077630	FBpp0077315	CG31950	CG31950-RA	CG31950-PA
FBgn0028970	FBtr0077631	FBpp0077316	CG18627	CG18627-RA	CG18627-PA
FBgn0024947	FBtr0077680	FBpp0077364	CG3059	CG3059-RD	CG3059-PD
FBgn0024947	FBtr0077682	FBpp0077366	CG3059	CG3059-RC	CG3059-PC
FBgn0024947	FBtr0077683	FBpp0077367	CG3059	CG3059-RA	CG3059-PA
FBgn0024947	FBtr0077681	FBpp0077365	CG3059	CG3059-RB	CG3059-PB
FBgn0041111	FBtr0077634	FBpp0077319	CG8817	CG8817-RC	CG8817-PC
FBgn0041111	FBtr0077633	FBpp0077318	CG8817	CG8817-RB	CG8817-PB
FBgn0041111	FBtr0077632	FBpp0077317	CG8817	CG8817-RA	CG8817-PA
FBgn0010263	FBtr0077639	FBpp0077324	CG3151	CG3151-RC	CG3151-PC
FBgn0010263	FBtr0077637	FBpp0077322	CG3151	CG3151-RB	CG3151-PB
FBgn0010263	FBtr0077640	FBpp0077325	CG3151	CG3151-RF	CG3151-PF
FBgn0010263	FBtr0100468	FBpp0099898	CG3151	CG3151-RG	CG3151-PG
FBgn0010263	FBtr0077638	FBpp0077323	CG3151	CG3151-RE	CG3151-PE
FBgn0010263	FBtr0077636	FBpp0077321	CG3151	CG3151-RD	CG3151-PD
FBgn0010263	FBtr0077635	FBpp0077320	CG3151	CG3151-RA	CG3151-PA
FBgn0024920	FBtr0077679	FBpp0077363	CG3181	CG3181-RA	CG3181-PA
FBgn0004584	FBtr0077678	FBpp0077362	CG3178	CG3178-RA	CG3178-PA
FBgn0004176	FBtr0077641	FBpp0077326	CG3157	CG3157-RA	CG3157-PA
FBgn0031483	FBtr0077677	FBpp0077361	CG9641	CG9641-RB	CG9641-PB
FBgn0031483	FBtr0077676	FBpp0077360	CG9641	CG9641-RA	CG9641-PA
FBgn0031484	FBtr0077642	FBpp0077327	CG3165	CG3165-RA	CG3165-PA
FBgn0031485	FBtr0077675	FBpp0077359	CG9643	CG9643-RA	CG9643-PA
FBgn0016132	FBtr0077674	FBpp0077358	CG3733	CG3733-RA	CG3733-PA
FBgn0025109	FBtr0077643	FBpp0077328	CG18642	CG18642-RA	CG18642-PA
FBgn0002989	FBtr0077673	FBpp0077357	CG3736	CG3736-RA	CG3736-PA
FBgn0025681	FBtr0077645	FBpp0077330	CG3558	CG3558-RB	CG3558-PB
FBgn0025681	FBtr0077644	FBpp0077329	CG3558	CG3558-RA	CG3558-PA
FBgn0031488	FBtr0077646	FBpp0077331	CG17265	CG17265-RA	CG17265-PA
FBgn0031489	FBtr0077672	FBpp0077356	CG17224	CG17224-RB	CG17224-PB
FBgn0031489	FBtr0077671	FBpp0077355	CG17224	CG17224-RA	CG17224-PA
FBgn0031490	FBtr0077647	FBpp0077332	CG17264	CG17264-RA	CG17264-PA
FBgn0031491	FBtr0077670	FBpp0077354	CG17223	CG17223-RA	CG17223-PA
FBgn0031492	FBtr0077648	FBpp0077333	CG3542	CG3542-RA	CG3542-PA
FBgn0031492	FBtr0077649	FBpp0077334	CG3542	CG3542-RB	CG3542-PB
FBgn0031493	FBtr0077669	FBpp0077353	CG3605	CG3605-RA	CG3605-PA
FBgn0031494	FBtr0077650	FBpp0077335	CG17219	CG17219-RA	CG17219-PA
FBgn0031495	FBtr0077651	FBpp0077336	CG17257	CG17257-RB	CG17257-PB
FBgn0031495	FBtr0077652	FBpp0077337	CG17257	CG17257-RA	CG17257-PA
FBgn0031496	FBtr0077668	FBpp0077352	CG17258	CG17258-RA	CG17258-PA
FBgn0031497	FBtr0077667	FBpp0077351	CG17259	CG17259-RA	CG17259-PA
FBgn0031498	FBtr0077653	FBpp0077338	CG17260	CG17260-RA	CG17260-PA
FBgn0031499	FBtr0077666	FBpp0077350	CG17262	CG17262-RA	CG17262-PA
FBgn0031500	FBtr0077654	FBpp0077339	CG17221	CG17221-RB	CG17221-PB
FBgn0031500	FBtr0077655	FBpp0077340	CG17221	CG17221-RA	CG17221-PA
FBgn0031501	FBtr0077656	FBpp0077341	CG17261	CG17261-RA	CG17261-PA
FBgn0042627	FBtr0077657	FBpp0077342	CG3524	CG3524-RA	CG3524-PA
FBgn0027571	FBtr0077659	FBpp0077343	CG3523	CG3523-RA	CG3523-PA
FBgn0015600	FBtr0112883	FBpp0111796	CG9660	CG9660-RF	CG9660-PF
FBgn0015600	FBtr0110903	FBpp0110203	CG9660	CG9660-RE	CG9660-PE
FBgn0015600	FBtr0077665	FBpp0077349	CG9660	CG9660-RB	CG9660-PB
FBgn0015600	FBtr0077663	FBpp0077347	CG9660	CG9660-RD	CG9660-PD
FBgn0015600	FBtr0077662	FBpp0077346	CG9660	CG9660-RA	CG9660-PA
FBgn0015600	FBtr0077664	FBpp0077348	CG9660	CG9660-RC	CG9660-PC
FBgn0005779	FBtr0077660	FBpp0077344	CG8822	CG8822-RA	CG8822-PA
FBgn0031504	FBtr0077661	FBpp0077345	CG15403	CG15403-RA	CG15403-PA
FBgn0031505	FBtr0077617	FBpp0077303	CG12400	CG12400-RA	CG12400-PA
FBgn0011648	FBtr0077616	FBpp0077302	CG12399	CG12399-RA	CG12399-PA
FBgn0031506	FBtr0077574	FBpp0077263	CG8825	CG8825-RA	CG8825-PA
FBgn0051953	FBtr0077575	FBpp0077264	CG31953	CG31953-RA	CG31953-PA
FBgn0014906	FBtr0077576	FBpp0077265	CG3488	CG3488-RA	CG3488-PA
FBgn0085435	FBtr0112671	FBpp0111583	CG34406	CG34406-RA	CG34406-PA
FBgn0051698	FBtr0077612	FBpp0077299	CG31698	CG31698-RA	CG31698-PA
FBgn0031512	FBtr0077578	FBpp0077266	CG15404	CG15404-RA	CG15404-PA
FBgn0085422	FBtr0112637	FBpp0111549	CG34393	CG34393-RA	CG34393-PA
FBgn0031513	FBtr0077579	FBpp0077267	CG3347	CG3347-RA	CG3347-PA
FBgn0031514	FBtr0077608	FBpp0077295	CG3332	CG3332-RB	CG3332-PB
FBgn0031514	FBtr0077609	FBpp0077296	CG3332	CG3332-RA	CG3332-PA
FBgn0031515	FBtr0077607	FBpp0077294	CG9664	CG9664-RA	CG9664-PA
FBgn0031515	FBtr0077606	FBpp0077293	CG9664	CG9664-RC	CG9664-PC
FBgn0031515	FBtr0077605	FBpp0077292	CG9664	CG9664-RB	CG9664-PB
FBgn0031516	FBtr0077604	FBpp0077291	CG9663	CG9663-RA	CG9663-PA
FBgn0031517	FBtr0077580	FBpp0077268	CG15406	CG15406-RA	CG15406-PA
FBgn0031518	FBtr0114460	FBpp0112952	CG3277	CG3277-RC	CG3277-PC
FBgn0031519	FBtr0077603	FBpp0077290	CG3326	CG3326-RA	CG3326-PA
FBgn0031520	FBtr0077583	FBpp0077271	CG8837	CG8837-RA	CG8837-PA
FBgn0053281	FBtr0077584	FBpp0077272	CG33281	CG33281-RA	CG33281-PA
FBgn0053282	FBtr0113458	FBpp0112370	CG33282	CG33282-RB	CG33282-PB
FBgn0031522	FBtr0077586	FBpp0077274	CG3285	CG3285-RA	CG3285-PA
FBgn0031523	FBtr0077587	FBpp0077275	CG15408	CG15408-RA	CG15408-PA
FBgn0020445	FBtr0089981	FBpp0088919	CG3327	CG3327-RA	CG3327-PA
FBgn0020445	FBtr0089980	FBpp0088918	CG3327	CG3327-RB	CG3327-PB
FBgn0020445	FBtr0089979	FBpp0088917	CG3327	CG3327-RC	CG3327-PC
FBgn0031526	FBtr0077588	FBpp0077276	CG8838	CG8838-RA	CG8838-PA
FBgn0085423	FBtr0112638	FBpp0111550	CG34394	CG34394-RD	CG34394-PD
FBgn0085423	FBtr0112640	FBpp0111552	CG34394	CG34394-RB	CG34394-PB
FBgn0085423	FBtr0112641	FBpp0111553	CG34394	CG34394-RC	CG34394-PC
FBgn0085423	FBtr0112639	FBpp0111551	CG34394	CG34394-RA	CG34394-PA
FBgn0031528	FBtr0113018	FBpp0111931	CG15412	CG15412-RB	CG15412-PB
FBgn0031529	FBtr0077594	FBpp0077282	CG9662	CG9662-RA	CG9662-PA
FBgn0016698	FBtr0077589	FBpp0077277	CG3289	CG3289-RA	CG3289-PA
FBgn0085204	FBtr0112366	FBpp0111281	CG34175	CG34175-RA	CG34175-PA
FBgn0031530	FBtr0077592	FBpp0099799	CG3254	CG3254-RA	CG3254-PA
FBgn0031531	FBtr0077590	FBpp0077278	CG8840	CG8840-RA	CG8840-PA
FBgn0051952	FBtr0077591	FBpp0077279	CG31952	CG31952-RA	CG31952-PA
FBgn0031533	FBtr0077516	FBpp0077205	CG2772	CG2772-RA	CG2772-PA
FBgn0031534	FBtr0077517	FBpp0077206	CG2774	CG2774-RA	CG2774-PA
FBgn0031535	FBtr0113019	FBpp0111932	CG12795	CG12795-RB	CG12795-PB
FBgn0031536	FBtr0077573	FBpp0077262	CG3248	CG3248-RA	CG3248-PA
FBgn0031537	FBtr0077519	FBpp0077208	CG8843	CG8843-RA	CG8843-PA
FBgn0031538	FBtr0077572	FBpp0077261	CG3246	CG3246-RA	CG3246-PA
FBgn0005616	FBtr0077571	FBpp0077260	CG3241	CG3241-RA	CG3241-PA
FBgn0005616	FBtr0077570	FBpp0077259	CG3241	CG3241-RB	CG3241-PB
FBgn0021967	FBtr0077520	FBpp0077209	CG8844	CG8844-RA	CG8844-PA
